index,label,LogReg_score,LogReg_pred,BERT_score,BERT_pred,AvgICTF,AvgIDF,Clarity,MaxIDF,MaxSCQ,NQC,SClarity,SMV,WIG,nSigma,query,answer,conv_id,turn_id,retrieval_titles,query_length
1231,0,0.4993890101134851,0.0,0.0637648329138755,1.0,9.958980508027864,5.646022646370453,1.692960592454209,8.370940449241285,81.99316441138859,0.0473709081000895,8.349542595593764,0.2517814815822566,0.7972283935546869,0.1774054260663469,Who sang does he love you with reba mcintire?,"['Linda Davis', 'Linda Kaye Davis']",-4118028052551447347,1,[],9
1262,1,0.5442360421822938,1.0,-0.1373705267906189,0.0,7.639323234396754,3.4121049498888043,1.3570003468744545,4.474879726009159,62.44148288962668,0.0648056264340272,6.253028873276864,0.2166516121437894,0.6233761024475093,0.1759267754102701,Who was the mayor of detroit in 1967?,"['Jerome Cavanagh', 'Jerome Patrick Cavanagh']",-7209451164703115521,1,[],8
1267,1,0.5417153818046255,1.0,-0.0880440175533294,0.0,8.03384686633094,3.57822530239324,1.465905153627424,5.053892059073673,65.07941934236601,0.1022279288464323,6.424408953896839,0.929172319525211,1.5726182556152344,0.3048232798729799,Who played violet in saved by the bell?,"['Tori Spelling', 'Victoria Davey Spelling']",-966619817135816188,1,[],8
1294,1,0.5150039130010171,1.0,-0.0887186750769615,0.0,9.448086129400757,5.008531259733684,1.21641190338824,11.577558715123402,73.70246109298277,0.0491806607405386,7.838648216966655,0.1644740807988912,0.5825120830535886,0.1282474486291603,When was the first person sent to space?,"['April 12, 1961', '12 April 1961']",621392360260860621,1,[],8
1297,1,0.5007532078863807,1.0,-0.2001818567514419,0.0,8.625269527514929,4.198819192062622,1.5343715203417996,7.783267985218638,79.86289357969359,0.0763919237932196,7.015831615080828,0.6712810323300731,1.2628160858154305,0.3096728763273715,Where is three billboards outside of ebbing missouri filmed?,"['Sylva, North Carolina', 'Black Mountain, North Carolina']",-3679088019930149256,1,[],9
1338,1,0.505548040372276,1.0,-0.0309425778687,0.0,9.50202051763086,5.05959112561428,1.850883092059595,8.288513046697075,79.47972601023268,0.0982248779148479,7.710261048402803,1.7031447570578602,1.89969804763794,0.4614033968581424,What does the eagle in the nigerian coat of arm represents?,['strength'],-3807273788170398464,1,[],11
1348,1,0.5172402723411675,1.0,-0.0142363905906677,0.0,10.975420738293504,6.492384160404536,2.631761913153684,15.762150155193282,79.9145070938019,0.167902384550121,9.183661269065446,3.334149800244389,2.2781739234924325,0.6455762735963495,When is the next modern family episode airing?,"['December 13, 2017', 'December 6, 2017', 'November 29, 2017', 'September 27, 2017', 'September 21, 2016', 'September 23, 2015', 'April 8, 2020']",2910641576053787547,1,[],8
1353,1,0.5258911836343735,1.0,-0.105754017829895,0.0,8.319774144838703,3.9360531133615857,1.4559914017755395,6.50473537583117,75.83885613933853,0.0794621662168628,6.710336232404604,0.6070292282356786,1.0210441589355463,0.2754608021651353,When did master p play for the toronto raptors?,['1999 pre-season'],295802347075117009,1,[],9
1377,1,0.5612980978148155,1.0,-0.0936252325773239,0.0,7.0521725545618,2.697316822018262,1.1036535038672843,4.020398648217832,56.22503787620936,0.0394839028839802,5.4427346421277,0.0919281591644916,0.4835560607910156,0.1071961748177678,Who played the original scott robinson in neighbours?,"['Darius Perkins', 'Perkins', 'Darius Anton Perkins']",-934012834401298813,1,[],8
1381,1,0.5527612169685822,1.0,-0.0625080540776252,0.0,8.65636751867071,4.217268413513727,1.429826094504436,6.433434330481778,75.18211372149949,0.0690675655021254,7.270073157550819,0.3474092186998371,0.814820222854614,0.2083894247256315,Who wrote how far i'll go in moana?,['Lin-Manuel Miranda'],7667605589855532191,1,[],8
1386,1,0.5211276342879537,1.0,-0.0885753184556961,0.0,9.573954240569169,5.143017903301274,1.6053192946071368,7.80264128486272,81.28605178437076,0.0799393033753787,8.187659879449276,0.5011951714756617,1.0119484329223627,0.2502986145276432,How many nfl mvp does tom brady have?,['3'],-1327179339177796042,1,[],8
1397,0,0.4446096766596556,0.0,0.1086476817727088,1.0,10.818659773335431,7.153197696856218,1.6194542000273362,15.762150155193282,76.43448135334452,0.0797955905881881,9.325526882312053,1.1410083006369385,1.659754276275634,0.3776586257185413,Which of the following is the si unit for length?,"['m', 'metre', 'meter']",6053925892912607807,1,[],10
1425,1,0.518864897490639,1.0,-0.1212320476770401,0.0,10.260981093252166,5.786792785548963,3.50091456805062,12.70187936050172,81.02986819831298,0.2195257145300571,8.181539551572328,6.290170030777983,2.4747120475769044,0.8883684966527255,What part of cow does ribeye come from?,"['ribs six through twelve', 'longissimus dorsi muscle, complexus and spinalis muscles']",7396680700704572945,1,[],8
1437,1,0.5238212700382328,1.0,-0.1103211715817451,0.0,10.072296611874911,5.563548602097908,1.2426732965733422,15.069002974633335,65.12351732216798,0.0617890244087517,8.46285869944081,0.237955102410485,0.7281563663482666,0.1724656133880334,What does the d stand for in tv ratings?,"['Apto para mayores de 18 años', 'Suitable for over 18 years', 'adults aged 18 or older', 'drug references and/or use', 'Drugs', 'Suggestive dialogue', 'Sexual or suggestive dialogue']",-8746222269912149057,1,[],9
1439,1,0.5035629766248501,1.0,-0.1225980818271637,0.0,11.091483047582802,6.663560757176763,1.6387218364304286,12.612267201812031,76.58909302449788,0.0998435622330741,9.75930400737268,1.2163723512176252,1.6366245651245124,0.3899314605186444,Who acted as the constitutional advisor to the constituent assembly?,"['Sir Benegal Narsing Rau', 'Rau', 'B. N. Rau', 'Sir.B. N. Rau']",3646833807866619690,1,[],10
1466,1,0.5322364990867867,1.0,-0.0654271245002746,0.0,10.132477774264729,5.6861877733035975,1.3475806831736077,15.25132453142729,64.50662927698376,0.0491621259347155,8.571767365223321,0.334634682655567,0.7887524414062497,0.2045222123192145,Which last longer the mitotic phase or interphase?,"['interphase', 'Interphase']",4425761024623325316,1,[],8
1474,1,0.5215572862884329,1.0,-0.0375353805720806,0.0,8.879811562918944,4.453207640921346,1.473820259524652,14.15271224275918,60.72778510905541,0.0493349042426857,6.93390141386363,0.2402650757758,0.7286039161682126,0.1633894719088242,When does the rockefeller christmas tree go up?,"['1931', 'mid November', 'late November or early December', 'November 29, 2017', 'November 30, 2016', 'December 2, 2015']",2270336132751414260,1,[],8
1496,0,0.498249937920815,0.0,0.0145991006866097,1.0,9.36265096194513,4.922547879954886,2.394838667580721,10.76268816169515,76.56234298294211,0.1228433619470907,7.16542638460891,3.2227848055450887,2.07783000946045,0.5412766731235842,Where were the pilgrims originally bound a. pennsylvania b. massachusetts c. virginia d. new york?,"['massachusetts', 'new york']",-8436156498126843540,1,[],15
1501,1,0.5145764083280838,1.0,-0.0147243924438953,0.0,8.986333776360569,4.578924716588547,1.196961601349322,14.15271224275918,67.36859564968165,0.0409371377636727,7.040423627305255,0.1910029301003793,0.7060439682006842,0.1545165565968495,Cities in west virginia that start with s?,"['Smithers', 'Star City', 'Summersville', 'Shepherdstown', 'St. Marys', 'Spencer', 'Sutton', 'Sistersville', 'Salem', 'South Charleston', 'Shinnston', 'Stonewood', 'St. Albans', 'Sophia', 'South Charleston and St. Albans', 'Shinnston, Stonewood and Salem']",7648244006496765167,1,[],8
1521,0,0.4996990900777928,0.0,0.0780512765049934,1.0,8.067480971531019,4.42009181236345,1.5521882806888645,12.612267201812031,70.94366012406957,0.0775788492261946,6.57434808050764,0.6934075330928253,1.1403821372985845,0.2775703180362741,Largest state of south india according to areas?,['Karnataka'],-8776854521284412496,1,[],8
1546,1,0.5191548935714354,1.0,-0.2203117161989212,0.0,7.938490567671255,3.544222065949404,1.528222246888591,4.903952760879053,64.78834212392634,0.0725774772087307,6.329052655237155,0.4206362174712247,0.8352261543273923,0.2293022616196863,When was the first bottle of champagne made?,"['1662', '1663']",7030752080582135428,1,[],8
1569,1,0.5018406736322373,1.0,-0.0578518435359001,0.0,9.266126153235067,4.820854765545448,1.308571376506612,10.674553819960895,79.47973694038089,0.0571021034470969,7.474366684007013,0.2880107099701378,0.7878261566162115,0.1897401874834828,Number of branches of oriental bank of commerce in india?,"['2390', '1092', '11,437']",4131723857510142703,1,[],10
1573,1,0.515761245619692,1.0,-0.0299953818321228,0.0,9.480543132332809,5.148177762385256,1.5357959170757316,14.375855794073392,63.2379653529379,0.108532598712462,7.688783663104752,1.6079063307768091,1.963330173492431,0.4226774881339211,When was the last perfect game thrown in baseball?,"['August 15, 2012', 'May 9, 2010']",-6801575683837826047,1,[],9
1580,1,0.5012769047421584,1.0,-0.0783954262733459,0.0,9.094918106551331,4.650670551005925,1.797007250254093,11.111369457953138,76.90821505285784,0.0595288124048591,7.303158637323275,0.452933336937998,1.08180004119873,0.2379425710486666,Who earns the most money in the nba?,"['LeBron James', 'James', 'Bryant', 'Kobe Bryant', 'James Harden', 'Harden']",-7275947257310528824,1,[],8
1614,1,0.5034867128789468,1.0,-0.1149336919188499,0.0,9.368641149232731,4.953426389718648,1.7022678589049067,8.973929444906334,82.02977784854778,0.1222635016460322,7.759203236798633,1.614961372670911,1.913474330902099,0.4492996456529471,Who did ed sheeran wrote nancy mulligan about?,"['his grandparents', 'grandparents', 'Anne Mulligan', 'William Sheeran']",4588786007774587117,1,[],8
1623,1,0.536512450816721,1.0,-0.1457746028900146,0.0,7.754256805886652,3.3340366728422355,1.1608715964402088,5.330164068813991,67.42372292184339,0.0516138016160158,6.144818893452554,0.1689875031239425,0.5799443244934082,0.1453390446180681,Who coined the phrase manifest destiny and what does it mean?,"[""John O'Sullivan"", 'Jane Cazneau', 'extending the area of freedom', '""a sense of mission to redeem the Old World by high example ... generated by the potentialities of a new earth for building a new heaven']",8216960630679687356,1,[],11
1625,1,0.5765392458323041,1.0,-0.168473869562149,0.0,8.152588538078627,3.66979958724046,1.264587594162374,6.123692082324107,72.83243219023569,0.0406080965775616,7.053976249410518,0.070842943035663,0.3905689716339108,0.0941029642437361,From which body part shurpnakha drive her name?,['fingernails'],6972749244698896765,1,[],8
1642,1,0.5148605921525371,1.0,-0.1249451264739036,0.0,8.22845946096951,3.812004797344795,1.3841359241723463,4.864479165015743,64.90411543504995,0.0717130984804258,6.436699991741456,0.5302320627930271,1.021580142974854,0.2574470971852826,When did construction start on the sydney harbour bridge?,"['28 July 1923', '26 October 1928']",2771414991157063420,1,[],9
1644,1,0.519373770181465,1.0,-0.0058608241379261,0.0,8.892761863328591,4.543847734609974,1.3986948684679306,8.284357392813307,80.07482235514766,0.0451939817166141,7.28332395089449,0.1719662039257428,0.6219902229309088,0.1466143768213672,How many times has madrid won the uefa champions league?,"['13', 'thirteen']",3188133042432320427,1,[],10
1650,1,0.5321111554855643,1.0,-0.0252540912479162,0.0,8.54220956440577,4.164252787774112,1.3029410362085867,6.036454434164712,72.2663669059,0.0492211948576009,6.932771651971671,0.2500823712616703,0.7446182060241705,0.1768058155370144,The person who is considered to be the founder of the paris haute couture was?,['Charles Frederick Worth'],-9216925078193896149,1,[],15
1660,1,0.5064165853825143,1.0,-0.0303524490445852,0.0,8.70482126549178,4.291279940420099,1.855604377291642,6.571978477507626,76.6432741671876,0.1022913608794157,6.758911116436467,1.423107589336578,1.5954295730590826,0.4217682404675252,When did cars become more common than horses?,"['1910s', 'early nineteen hundreds']",-4989961697723305696,1,[],8
1693,1,0.5267236305535296,1.0,-0.0434225723147392,0.0,7.628263666446736,3.223614623552507,1.344487110778514,4.875068425573311,64.21331020431604,0.0463533556823769,5.682353517391423,0.2996735893043364,0.7681240653991693,0.1935437900399856,When is season 2 of daredevil coming to netflix?,"['March 18, 2016']",-2333202190999826676,1,[],9
1702,1,0.5075557468986885,1.0,-0.0311035141348838,0.0,8.507839155134683,4.255039630860927,1.5024374451246687,6.885838341387415,78.58733047065866,0.056027835304549,6.898401242700582,0.5014931330051753,1.0610480880737303,0.2239404235517061,Where does the amazon river start and finish?,"['Mantaro River and Atlantic Ocean', 'Apurímac River on Nevado Mismi and Atlantic Ocean', 'Río Mantaro', 'Huancayo, Huancayo Province, Peru', 'Atlantic Ocean', 'Brazil']",16881061444712536,1,[],8
1705,1,0.5163537572882055,1.0,-0.1526165902614593,0.0,8.206941550222355,3.732037918507311,1.2309928032115214,4.439384889055248,60.39425199876607,0.0527057488935725,6.415182080994302,0.2069543371233645,0.7046460342407218,0.1608393364212267,Who made call of duty black ops 2?,"['Treyarch', 'Activision', 'Activision Publishing, Inc.', 'Dave Anthony', 'Pat Dwyer', 'Dave Anthony, Jason Blundell, Corky Lehmkuhl', 'David King, Trevor Walker, James Snider', 'Dave Anthony, Craig Houston, David S. Goyer']",-6796342470088040986,1,[],8
1735,1,0.5075102638268847,1.0,-0.1438622176647186,0.0,8.478134553133184,4.110115584719794,1.344360208848026,6.398287872452254,75.31241716541673,0.0511360665807764,6.868696640699084,0.3716758781914635,0.8858161544799811,0.2155446236256727,Who played in the 2017 nfc championship game?,"['Minnesota Vikings', 'Philadelphia Eagles and Minnesota Vikings', 'Philadelphia Eagles, Minensota Vikins', 'Philadelphia Eagles']",-1908967275192362644,1,[],8
1764,0,0.4042771623950628,0.0,0.0026738422457128,1.0,11.44408754246552,7.543078535234495,4.554446292516373,16.167615263301446,81.20853521035235,0.1097523521714443,9.624576193495663,1.6326140584262925,1.3900781440734855,0.4040561914420186,Where was the count of monte cristo published?,"['Paris, France', 'France', 'Journal des Débats', 'Journal del Debats', 'the Journal des Débats', ""Volume VII of Ainsworth's Magazine"", 'Yorozu Chouhou', 'United States']",-3225724984379691389,1,[],8
1780,1,0.5118701217441735,1.0,-0.0284997895359992,0.0,8.83049633062986,4.320781399200903,1.2788836008590745,10.458845247134208,77.84037584667135,0.0641308338104975,6.884586181574546,0.3336098200920673,0.7716699028015143,0.1826498891573896,What season does meredith and derek get married in grey's anatomy?,"['Season 7', 'season seven', 'season 7', 'season five', 'season 5', 'Season 5']",-4456614433280196572,1,[],11
1784,0,0.4956432989080365,0.0,0.1564848124980926,1.0,9.053137268219812,5.192767506526232,1.200223980750658,15.25132453142729,81.80563979793956,0.0584825659461885,7.385214283315257,0.3076270153980821,0.7853780555725095,0.1960953261165606,Who played the role of gemini ganeshan in mahanati?,['Dulquer Salmaan'],-4590630697329652954,1,[],9
1800,1,0.503401626563675,1.0,-0.0015913563547655,0.0,9.436908564301271,4.963074763751057,1.1696342632790118,8.191191572024271,82.22908962030903,0.0553249228397431,7.645149095073215,0.224194972909114,0.7281220912933355,0.1674048135916027,When did harry potter deathly hallows come out?,"['2011', '15 July 2011', 'July 15, 2011', '7 July 2011', 'July 7, 2011', '21 July 2007', 'July 21, 2007', '11 November 2010}2010', 'November 11, 2010', '19 November 2010', '2010', 'November 19, 2010', 'November 13, 2010', 'November 16, 2010', '11 November 2010']",-5194108449751231910,1,[],8
1815,1,0.5008685228386816,1.0,-0.0596314631402492,0.0,10.734896637620963,6.25576644947852,3.251091523086425,16.167615263301446,66.69026855954533,0.1584981666352876,8.788986488565651,5.210165450864304,3.4282279205322266,0.7608595614949292,Who sang the original devil went down to georgia?,"['Charlie Daniels Band', 'Charles Edward Daniels', 'Charlie Daniels']",-636188049911121263,1,[],9
1819,0,0.475314635557115,0.0,0.0207624733448028,1.0,10.211552241880616,5.83324915949467,1.741561882893438,12.612267201812031,82.22908962030903,0.0888121689948348,8.265642092825303,0.8194523097587016,1.1570740318298345,0.2862607744275666,When was the last time an astronaut went to the moon?,"['14 December 1972', 'December 1972']",-6640450892782458754,1,[],11
1823,0,0.4454466798569181,0.0,0.0205630548298358,1.0,12.682924822146544,8.212950884149938,2.481466389497228,15.25132453142729,81.99316441138859,0.1071040679030364,10.737014673091227,1.1776135818462774,1.240143947601319,0.3836687343670118,Who did teddy altman marry on grey's anatomy?,['Henry Burton'],-710374151328952101,1,[],8
1840,1,0.5255453552661911,1.0,-0.1868753880262375,0.0,8.99548053360978,4.550654209413556,2.345685222345409,9.191734155271709,81.50759754839322,0.1839028568340672,7.386042621175678,3.3115676899727675,2.331344318389893,0.6433863234842623,When did the great fire of london happen?,"['2 September to 6 September 1666', 'Sunday , 2 September']",-8184134749620599612,1,[],8
1852,1,0.5169467225362646,1.0,-0.1605710685253143,0.0,9.675784135231352,5.285623334262743,1.208984018008318,14.46286717106302,55.08440522920908,0.0387706925140445,8.066346222797252,0.0838670644067032,0.3941341209411625,0.1023883931451114,In the warrant of precedence the speaker of lok sabha is placed?,"['Sixth', '6', '6th']",-8683750009159076319,1,[],12
1880,1,0.5270223603355007,1.0,-0.049620721489191,0.0,8.194484627861979,3.772019224960379,1.6143383975919106,5.069803807727007,65.57161832072428,0.0443496591980104,6.402725158633922,0.2656741274450837,0.7396899795532227,0.1822340965095046,Who introduced the cocept of ideal type in sociology?,['Max Weber'],2130951702621276060,1,[],9
1896,1,0.5181665151503883,1.0,-0.0039004364516586,0.0,6.618155154955844,2.91046288083372,1.667534560318804,4.316476221580289,58.73877376316093,0.0791290590772575,5.125022263932463,0.8495799276303022,1.413544082641602,0.3258795651061719,When was the last time the bills won their division?,"['1995', '76th season']",2728228414906581783,1,[],10
1928,1,0.5002172098640127,1.0,-0.0264421217143535,0.0,11.044314062485736,6.56667814385356,1.4054447009163251,15.4744680827415,75.0745592285557,0.055031219927677,9.434876150051636,0.3834050332350489,0.9973920059204108,0.206399029184584,What is the lowest # on the fm dial?,"['76', '88', '65.8', '87.9', '87.5', '87.5 MHZ']",4712777671860202422,1,[],9
1931,1,0.5198850262861414,1.0,-0.1382881104946136,0.0,8.692971058333061,4.228528172468837,1.293319721262958,8.163917924207079,81.80563979793956,0.0552196102832898,7.132260649291652,0.3014588241420519,0.7365002441406248,0.1941194297790833,When does far cry 5 come out pc?,"['March 27, 2018']",5148040374737934675,1,[],8
1959,1,0.5015838055147853,1.0,-0.0595720149576664,0.0,9.25247821978291,4.819252048075014,1.3388178618108395,13.395026541061664,63.77640191702113,0.0522217403513171,7.306568070727594,0.2512994182956186,0.7748180007934568,0.1511469538668843,Who has received the player of the century award?,"['Diego Maradona and Pele', 'Diego Armando Maradona and Edson Arantes do Nascimento', 'Maradona and Pelé', 'Pele and Diego Maradona', 'Diego Maradona and Pelé', 'Michelle Anne Akers and Sun Wen', 'Michelle Akers and 孙雯', 'Michelle Akers and Sūn Wén', 'Michelle Akers and Sun Wen', 'Michelle Akers and 孫雯', 'Diego Maradona', 'Pelé', 'Sun Wen', 'Michelle Akers', 'Pele']",6380796440762059433,1,[],9
1974,0,0.4686957530048027,0.0,0.0317381620407104,1.0,11.751737884955872,7.281272185667811,1.6068688546076602,16.86076244386139,74.50535230257427,0.0599027688244735,9.805827735900555,0.3380382644666223,0.7441420555114749,0.1938035272201154,When was the first hydrogen fuel cell created?,"['1842', 'December 1838', '1838', 'October 1838']",7705629154901331013,1,[],8
2001,1,0.5651691116568411,1.0,-0.004748398438096,0.0,8.233646486527187,3.734595558446778,1.125160298856059,5.020801990486814,65.44612208198885,0.0615757096468983,6.624208574093087,0.2164741510756251,0.6770703601837156,0.1644970178588448,Who played ben parish in the 5th wave?,['Nick Robinson'],955636187401991675,1,[],8
