dialogue_id,turn_id,query,response,response_type
-5849682761052784161,1,When was the civil war fought in american?,"April 12, 1861 | May 9, 1865",clarification
-2531208165794657575,1,How many sims can you have sims freeplay?,34 | maximum of 34,directAnswer
2027548876756782696,1,Who played young bilbo in lord of the rings?,Freeman | Martin Freeman | Martin John Christopher Freeman,clarification
7151464228256231341,1,How many scoville units in a jalapeno pepper?,"1,000 | 10,000",clarification
-8348970255308627272,1,Who sings i can go the distance in hercules?,Hercules | Roger Bart | Michael Bolton | Ricky Martin,clarification
-764865219338891523,1,Which animal has sharp quills on its body?,New World and Old World porcupines,directAnswer
-2498431943961521881,1,Who has won state of origin the most?,Queensland,directAnswer
-2816736333133621568,1,What part of new york is albany located?,west bank of the Hudson River approximately 10 miles (16 km) south of its confluence with the Mohawk River | approximately 135 miles (220 km) north of New York City | Albany County,clarification
-4259142869700725440,1,Who plays devoe's wife in the flash?,Kim Suzanne Engelbrecht | Kim Engelbrecht,directAnswer
-3478913185664498582,1,Who plays will ferrell's dad in daddy's home 2?,John Lithgow,directAnswer
-6121717581130525390,1,What was the former name of st petersburg russia?,Leningrad | Sankt-Pieter-Burch | Sankt-Peterburg,clarification
1506532557008636162,1,What books of the bible are included in the torah?,"Genesis, Exodus, Leviticus, Numbers, and Deuteronomy | Pentateuch",clarification
3437373190177800504,1,Who wrote the song i kissed a girl?,"Katy Perry, Lukasz Gottwald, Max Martin, Cathy Dennis | Jill Sobule, Robin Eaton",clarification
4787318214029353325,1,How does australia power our towns and cities?,largely from coal and natural gas | renewable energy | solar power and wind power | Biomass | Hydro,clarification
-6412371366930336495,1,When does the movie mark felt come out?,"September 8, 2017 | September 29, 2017",clarification
5274128146858398555,1,Where do h+ ions accumulate in the mitochondria?,intermembrane space | IMS,directAnswer
-3074882867764621840,1,Who won gold medal in badminton in commonwealth games 2018?,Lee Chong Wei | Saina Nehwal | Marcus Ellis and Chris Langridge | Chow Mei Kuan and Vivian Hoo | Chris Adcock and Gabrielle Adcock | India,clarification
728164836213506959,1,When did disney alice in wonderland come out?,"July 26, 1951 | July 28, 1951 | February 25, 2010 | March 5, 2010 | June 14, 1958",clarification
-5255593851436639667,1,When do new episodes of ever after high come out?,"October 7, 2016 | September 23, 2016 | September 9, 2016",clarification
-5596115448183486304,1,Who won the battle of britain in world war 2?,British victory,directAnswer
6372034292713084966,1,Where does the saying said the actress to the bishop come from?,British | Royal Air Force c.1944-47 | Edwardian era,clarification
334350341326221509,1,Fairground ride where you stick to the wall?,The Rotor | Gravitron,clarification
428182069593316118,1,Who wrote the speed of the sound of loneliness?,Prine | John Prine,directAnswer
-6224444410374918568,1,When does gods not dead three come out?,"March 30, 2018",directAnswer
-7730797950676435146,1,How many episodes are in seraph of the end season 2?,12 episodes | 12,directAnswer
-735205915299783071,1,Who has been the youngest president of usa?,"Theodore Roosevelt Jr. | Theodore Roosevelt | John F. Kennedy | Jack | John Fitzgerald Kennedy | ""John-John"" | JFK",clarification
3107966618285041891,1,Example of kennings from the battle with grendel?,battle-sweat and blood,directAnswer
2274059735212125814,1,When did jamaica make it to the world cup?,1998,directAnswer
-7413366492145825965,1,Who was born from two mothers in mahabharta?,Bhagiratha,directAnswer
4590402614839296863,1,Who did the usa fight in world war 2?,"The Axis Powers | Germany, Japan, and Italy",clarification
7168847024304906874,1,Main character in to kill a mockingbird book?,"Jean Louise ""Scout"" Finch | Scout Finch",directAnswer
7923788552985896476,1,Who did the los angeles lakers defeat in the 2000 nba finals?,Indiana Pacers,directAnswer
9131007611484664423,1,Who topped the album charts in 2002 with imagine?,Eva Cassidy,directAnswer
-7868308664705045749,1,Who is the guy who plays jeepers creepers?,Breck | Jonathan Breck,clarification
-4460458426541934495,1,Who sings the song i love the way you move?,"Big Boi | Kenny G and Earth, Wind & Fire | BodyRockers | Pattie Brooks",clarification
4120509786699224592,1,When was the church of the nazarene founded?,"October 13, 1908 | October 1895 | April 13, 1897",clarification
48201786616812074,1,In what war did america lose the most soldiers?,Civil War | the Civil War | the American Civil War | American Civil War | World War II,clarification
-8125558423744512917,1,Who sings baby i'm a want you?,Bread | David Gates,clarification
-5585539062729713596,1,What was the name of the little boy in pet cemetery?,Gage | Gage Creed | Miko Hughes | Hugo and Lucas Lavoie | Stephen King,clarification
-2543832639490898155,1,Where does the grand canal start and finish?,Beijing | Hangzhou | Venetian lagoon | lagoon | basin | Shannon Harbour | dock | Grand Canal Dock,clarification
-4708495366835015762,1,Who plays elena in the mask of zorro?,Catherine Zeta-Jones,directAnswer
839547190647856916,1,What cities does southwest fly to in colorado?,"Denver | Denver, Steamboat Springs | Steamboat Springs",directAnswer
-6073060698944306604,1,Who plays the roommate in life of the party?,Heidi Gardner,directAnswer
-1101816830102559609,1,Who are the democrats running for governor of tennessee?,"Charles V. ""Charlie"" Brown | Ron Noonan | Wm. H. ""John"" McKamey | Kennedy Spellman Johnson | Mike McWherter | Tim Sevier | John Jay Hooker | Phil Bredesen | Walt Ward",clarification
1697991866698030354,1,When is game of thrones season 7 being released?,"July 16, 2017",directAnswer
9172003210839078510,1,What kind of stocks are in the russell 2000?,"bottom 2,000 stocks in the Russell 3000 Index | small-cap",directAnswer
4173788315033141060,1,How much did boss baby cost to make?,$125 million,directAnswer
1143317182563864432,1,What type of action does the winchester model 1200 shotgun have?,slide-action | pump-action,directAnswer
-5661814246170868732,1,How many super bowls did san francisco 49ers win?,5 | 4 | 3,clarification
-5687260239070204687,1,Who plays kayla on days of our lives?,Catherine Mary Stewart | Mary Beth Evans | Rhonda Aldrich,clarification
-7699155550385264029,1,Who has the most championship in the nfl?,Green Bay Packers,directAnswer
-1791617746471776604,1,Who wrote and sang i'm leaving on a jet plane?,"John Denver | Peter, Paul and Mary",clarification
1132255060603629703,1,When did the first tiger appeared on earth?,"about 110,000 years ago | Early Pleistocene",directAnswer
1628596107015018290,1,Who played oz wife in auf wiedersehen pet?,Su Elliot,directAnswer
5002177674935557083,1,Where's ex on the beach season 8 filmed?,"Marbella, Spain",directAnswer
-4741765110177366338,1,When did rome split into east and west empires?,286,directAnswer
-5117259395353409701,1,Who sang 'me you and a dog named boo'?,Lobo | Roland Kent LaVoie | Kent LaVoie,directAnswer
5303797083874796107,1,When did here comes the hotstepper come out?,"August 18, 1994 | January 17, 1995",clarification
8099376039148520174,1,When did trick or treating begin in america?,1920s | 1927,directAnswer
-4596089979614359383,1,The number of electrons in the innermost shell of lithium (atomic number 3)?,2,directAnswer
-1206353367988894834,1,Which african country has the highest rate of hiv?,Kingdom of Eswatini | Swaziland | Eswatini | Eswatini (Swaziland) | Botswana | Republic of Botswana,clarification
-7952271381588721862,1,What type of chocolate has the most sugar?,White chocolate,directAnswer
-1840485140737537946,1,Where did a streetcar named desire take place?,New Orleans | The French Quarter and Downtown New Orleans,directAnswer
4284218842143163598,1,Who wrote the lyrics to will you still love me tomorrow?,Gerry Goffin | Gerry Goffin and Carole King | Carole King,directAnswer
-8254162320629980052,1,Ufc female fighter on dancing with the stars?,Paige VanZant | Paige Michelle Vanderford | Paige Michelle Sletten,directAnswer
-8429120076574204866,1,Who was regarded as the first free jazz musician?,Lennie Tristano | Ornette Coleman,clarification
4984639696177617973,1,How many chapters will rwby volume 5 have?,14,directAnswer
-3596864119554896100,1,Which is bigger kīlauea and mauna loa or mount everest?,mount everest,directAnswer
6674713812958572957,1,Who is the girl wolverine fights in x2?,Yuriko Oyama | Deathstrike | Yuriko | Kelly Ann Hu | Kelly Hu,clarification
2320167713860853017,1,Who represents wellesley in the house of representatives?,Joseph Patrick Kennedy III | Joseph P. Kennedy III | Kennedy,clarification
467753548392550573,1,When does the us open air on tv?,"August 28 – September 10 | August 29 – September 11 | August 31 – September 13 | June 15–18, 2017 | June 15–18 | June 16–19, 2016 | June 16–19 | June 18–21, 2015",clarification
-984031559908419589,1,Where was twilight breaking dawn part 1 filmed?,"Baton Rouge, Louisiana | Celtic Studios in Baton Rouge | Saint Thomas, U.S. Virgin Islands | Squamish | Ucluelet | Vancouver | Pemberton, British Columbia | Orpheum theater in Vancouver | Lapa District in Rio de Janeiro | Taquari area | Paraty, Rio de Janeiro | Paraty | Mamangua Bay | Rio de Janeiro",clarification
6840588590829233547,1,Who is the serial killer in bates motel?,Norman Bates | Anthony Perkins,clarification
-7296640809726307172,1,Where did cotton come from during the industrial revolution?,Asia and the Americas | colonial Indian British Raj | Southern United States,directAnswer
-1379980274360163008,1,What was the first full length indian feature film ever made?,Raja Harishchandra | Alam Ara,clarification
5112432004742593961,1,Who sings don't fall in love with a dreamer?,Kim Carnes | Kenny Rogers | Kenny Rogers and Carnes,directAnswer
-6161812391159648027,1,When is love yourself tear coming out time?,"May 18, 2018",directAnswer
7742748478012048950,1,When did old £5 go out of circulation?,"March 1, 1946 | March 13, 1961 | June 27, 1967 | August 31, 1973 | November 29, 1991 | November 21, 2003 | May 5, 2017",clarification
1845108029810209780,1,Who played grumpy in once upon a time?,Lee Arenberg,directAnswer
8742357699829969144,1,Who played jeffrey dahmer in american horror story?,Seth Gabel,directAnswer
-4757645048713308877,1,When was ice dancing introduced in the olympics?,1976 | 1976 Winter Olympics | XII Olympic Winter Games,clarification
248627124323809894,1,Who wrote the score for avengers infinity war?,Alan Silvestri | Alan Anthony Silvestri | Silvestri,directAnswer
7690680338973316466,1,Who was known for having a sign on his desk that read the buck stops here?,Truman | Harry S. Truman | U.S. President Harry S. Truman | President Truman | James Earl Carter Jr. | Jimmy Carter | Carter | President Jimmy Carter | President Carter,clarification
6363908240105049107,1,Who is the person that cuts up dead bodies?,"pathologist | medical students, physicians and other scientists",clarification
-399904297417564257,1,When did sweet child of mine hit the charts?,1988 | 1999,clarification
-896339680327350728,1,Who dies in the new pirates of the caribbean?,Captain Barbossa | Barbossa | Captain Salaza | Salazar | Blackbeard,clarification
6272317711834640943,1,What's the name of the new halloween movie?,Halloween | Halloween Kills | Halloween Ends,clarification
-2473369505599143245,1,Who does the voice of trevor on grand theft auto v?,Steven Ogg,directAnswer
-8979331750231622161,1,Who won season 3 of rupaul's drag race all stars?,Trixie Mattel | Brian Michael Firkus,clarification
6247276791090366238,1,When is season 6 of baby daddy coming out?,"March 13, 2017 | October 4, 2017",clarification
-4190165118472617822,1,Who was the first president from the newly evolved democratic-republican party?,Jefferson | Thomas Jefferson,directAnswer
854575133086337386,1,The most populous country in the world is?,People's Republic of China | China | PRC,directAnswer
5716270445893492703,1,What is the name of the latest pirates of the caribbean movie?,Dead Men Tell No Tales | On Stranger Tides,clarification
-951555966450398753,1,How long did the cloned sheep dolly live?,6 | 6 years | 6.5 years | 6.5,directAnswer
1308059343076269690,1,Who found a route to india by sailing around the horn of africa?,Bartolomeu Dias,directAnswer
333347821126603867,1,Who controls the house of representatives right now?,The Democratic Party | Nancy Pelosi,clarification
6255322062961303520,1,When was trigonometry first thought to be used?,2nd millennium BC,directAnswer
8725989674978215487,1,When was the bible first translated in english?,the late 7th century | late 7th century | 1535,clarification
-5598368816383738699,1,Where is gifford pinchot state park in pennsylvania?,"United States | northern York County, Pennsylvania",directAnswer
81507750979058751,1,When does fallen kingdom come out in canada?,"June 22, 2018",directAnswer
-3175379704786760890,1,When have the minnesota vikings been in the super bowl?,"1970, 1974, 1975, and 1977 | IV, VIII, IX, and XI",clarification
-1453433699002081446,1,What's the longest win streak in mlb?,26 | 1916 New York Giants | 12 | New York Yankees | 17 | Baltimore Orioles,clarification
2993156061787709447,1,What is the numbers of total elected member of rajya sabha in present time?,233,directAnswer
5293961046798191591,1,When did the last convict ship reach tasmania?,26 May 1853,directAnswer
8202099087603815014,1,When do 2018 academy award nominations come out?,"January 23, 2018 | 5:22 a.m. PST",clarification
-2304570005584535812,1,When is the release date of the spy who dumped me?,"August 3, 2018",directAnswer
4774670197825298168,1,Who was the first saiyan to fight goku?,Raditz,directAnswer
2437989312777046205,1,Who are the real characters of paid in full?,"Azie ""AZ"" Faison, Rich Porter, and Alpo Martinez",directAnswer
-3098976541115711955,1,How many countries are still in the british commonwealth?,54,directAnswer
-1798939718483503364,1,Who plays chakal in the book of life?,Daniel Anthony Navarro | Dan Navarro,directAnswer
-1561006643233470080,1,When did the seed of chucky come out?,"November 12, 2004",directAnswer
-239914617339746523,1,First black chairman of joint chiefs of staff?,Colin Luther Powell | Colin Powell | Gen. Colin L. Powell,directAnswer
-8519116037607031043,1,Who played the first phantom of the opera in the west end?,Michael Patrick Smith | Michael Crawford,directAnswer
-5060439860121431477,1,When did paper pound notes go out of circulation?,11 March 1988 | 5 May 2017 | 1 March 2018,clarification
-3185193334828450771,1,Who was first president of the indian national congress?,Womesh Chandra Banerjee,directAnswer
7676157335611464046,1,What part of the cow is flat iron steak?,shoulder,directAnswer
5070278191949892542,1,Where does sales discounts go on the income statement?,Revenue,directAnswer
-2392489250290641062,1,Brazil is the largest country on which continent?,South America,directAnswer
3241293540304774739,1,Who sings baby can i hold you tonight?,Tracy Chapman,directAnswer
9042468273101614955,1,What is the highest award a girl scout can earn?,Gold Award,directAnswer
-6209563940453260667,1,The written plan of government for the united states is called the?,the Constitution | United States Constitution | Articles of Confederation and Perpetual Union | Articles of Confederation,clarification
1343156258408643166,1,When were the remains of broken hill man discovered?,"June 17, 1921",directAnswer
21711224931808467,1,Who plays ds arnott in line of duty?,Martin Compston,directAnswer
6894065445392635143,1,Who plays deena on the young and the restless?,Marla Adams,directAnswer
5319306442779638492,1,Who did stephen curry play for in college?,Davidson,directAnswer
-6937501514338801955,1,When was the song we are the world recorded?,"January 21, 1985 | January 28, 1985",clarification
2407553833083496085,1,What is the most famous part of the sistine chapel?,Sistine Chapel ceiling and The Last Judgment | Volta della Cappella Sistina | Sistine Chapel ceiling | The Last Judgement | frescos | the frescos that decorate the interior,clarification
4311434285303336123,1,Who does the voice of linda belcher on bob's burgers?,Roberts | John Roberts,directAnswer
-1202690655950173528,1,When does 999 what's your emergency start?,30 October 2017 | 24 July 2017 | 4 July 2016 | 11 December 2017 | 4 December 2017 | 27 November 2017,clarification
3386396471854597317,1,In adults most bone marrow in the long bones of the extremities contains?,fat molecules | fat cells | fat | fat-saturation sequences,directAnswer
-6180591630269631626,1,How many lakes in crow wing county mn?,417,directAnswer
7649283607790451795,1,When was percy jackson and the lightning thief published?,"July 1, 2005 | April 1, 2006 | 2006 | 2008 | 2012",clarification
-3866513169102281764,1,What children's book was set in camp green lake texas?,Holes,directAnswer
-1508452438241900034,1,Who is the successor to the british throne?,"Charles, Prince of Wales | Heir Apparent",clarification
-7384080954244831380,1,Who had the most power in sumerian society?,a priestly governor (ensi) or by a king (lugal) | king (lugal) | theocratic priests and religious officials | priestly governor (ensi) | Kings,clarification
-1849311176379030041,1,Who are the stars in how i met your mother?,Josh Radnor | Jason Segel | Cobie Smulders | Neil Patrick Harris | Alyson Hannigan | Cristin Milioti,clarification
-3162636642216724951,1,What is a zebra crossing called in the uk?,zebra crossing | Tiger crossing,clarification
-4391788494478898345,1,Who wrote the theme song for phineas and ferb?,"Dan Povenmire, Jeff ""Swampy"" Marsh, Michael Culross, Michael Walker, Carl Williams",directAnswer
-7715724854232633697,1,How many times does a hummingbird heartbeat per minute?,1260 | 50-180 | 250,clarification
-2485598667173090693,1,A physician who has specialized treatment in mental health issues is called a quizlet?,psychiatrist,directAnswer
7611982559926503422,1,Where did alfred go in dark knight rises?,"resigns | resigning from his position | Florence | Florence, Italy",clarification
-3880768033572145817,1,Who has the biggest state fair in the usa?,Texas | Alaska,clarification
6882796321146783221,1,Poems of the past and present thomas hardy?,second | 1901,clarification
1843098861750945163,1,What south american country was settled by the portuguese?,Uruguay | Brazil,clarification
-7323065802521980897,1,What language do they speak in the grand cayman islands?,English | Cayman Islands English | Jamaican Patois,clarification
7100787166912641370,1,Who played ginny hopkirk in randall and hopkirk deceased?,Annette Andre,directAnswer
-2906544481519644931,1,Who is playing batman in the justice league movie?,Ben Affleck | Affleck | O'Mara | Jason O'Mara | Michael C. Hall | Hall | Conroy | Kevin Conroy | William Baldwin | Baldwin | Sisto | Jeremy Sisto,clarification
-6875922264564318881,1,The most basic protection for a lender of funds secured with a residential property is the?,mortgage insurance,directAnswer
-2027364872727037389,1,What is the name of india's first arctic research station setup?,Himadri | IndARC,clarification
3739401685110727905,1,Of 600 large cities in china about how many are experiencing a water shortage?,60%,directAnswer
4126222847636335096,1,Who did josh hutcherson play in justice league?,Van-El / Young Bruce Wayne,directAnswer
4286308669240489522,1,Who did the voice of judy in zootopia?,"Ginnifer Goodwin | Jennifer Michelle ""Ginnifer"" Goodwin | Della Saba",clarification
5758711110555281844,1,What is the source of the orange river?,Thaba Putsoa | Orange Lake,clarification
4181977697674012700,1,Who was the first african american student to attend the university of mississippi?,James Howard Meredith,directAnswer
-6664859780770542635,1,Who was the first woman councilor of manila?,Carmen Planas,directAnswer
-4823118674167326041,1,Where did the impractical jokers go to school?,Monsignor Farrell High School,directAnswer
17917004926495302,1,When was the first amusement park built in the us?,1846,directAnswer
-6345024689996077977,1,When was the code of criminal procedure introduced in india?,1973 | 25 January 1974 | 1 April 1974,clarification
-8548577310744413246,1,How many episodes in season 4 of when calls the heart?,10,directAnswer
2028304220498451413,1,Star vs the forces of evil who plays star?,Eden Sher,directAnswer
7203946678638803074,1,When was the night begins to shine created?,"2005 | October 30, 2015",clarification
3532947027989803607,1,Icc women's world cup 2017 player of the series?,Tamsin Tilley Beaumont | Tammy Beaumont | Beaumont,directAnswer
-6348557226159805139,1,Who was the first astronaut to die in space?,crew of Soyuz 11,directAnswer
-5385496299137866759,1,Who sang sha na na na live for today?,the Rokes | The Grass Roots | Rob Grill | Warren Entner | Living Daylights,clarification
-7949246868204300421,1,This wine from southern rhône valley has from 13 to 19 different varieties approved for blending?,Châteauneuf-du-Pape AOC | Châteauneuf-du-Pape,directAnswer
-3376417024453940222,1,When did the help to buy isa scheme start?,2015,directAnswer
8168354342932800437,1,What kind of stone is the rosetta stone?,granodiorite,directAnswer
8456093915121733838,1,What is the most developed country in south asia?,Sri Lanka,directAnswer
4379343111873524693,1,By whom the speaker of lok sabha is elected?,Members of Parliament from the Lok Sabha,directAnswer
907287579079542483,1,The sandhu bat island on which the statue of unity is to be built is located on which river?,Narmada river | Narmada | Garudeshwar weir,clarification
-7219906740788477928,1,Who does the voice of doofenshmirtz on phineas and ferb?,Daniel Kingsley Povenmire | Dan Povenmire,directAnswer
-6567890915955533963,1,When did freaky friday come out chris brown?,"March 15, 2018 | March 20, 2018",clarification
5445666400731516960,1,Who plays zoey in day of the dead bloodline?,Sophie Skelton,directAnswer
996089873313501927,1,When was the diwani of bengal appointed to east india company?,12 August 1765,directAnswer
372021481961822917,1,When did the canon rebel t3i come out?,"February 7, 2011 | 2011 | 7 February 2011",directAnswer [SEP] directAnswer
6094837981592248819,1,When did the one child policy end in china?,mid 1980s | 1 January 2016 | 1980,clarification
9305098256295858,1,How many official languages are listed in the constitution of india?,22,directAnswer
-4795649820336631411,1,Who plays earl's wife in my name is earl?,Pressly | Jaime Pressly | Jaime Elizabeth Pressly,directAnswer
-2186746481333247740,1,The young and the restless how many episodes?,"11,000 | 11,745",clarification
-7944023303516773862,1,What do you call a person with two sexes?,hermaphrodite | intersex,directAnswer
6031977400415327548,1,Who is the oscar-winning star of the film the song of bernadette?,Jennifer Jones,directAnswer
-8516165589394220397,1,Who plays leslie mann's daughter in the jergens commercial?,Maude Apatow,directAnswer
232664088259764773,1,Ratio of indian flag in length and breath?,2:3,directAnswer
-5804250199614214468,1,When is rupaul all stars 3 coming out?,"January 25, 2018 | November 5, 2012 | September 8, 2016",clarification
48846074374210633,1,Where are the legislative branch powers derived from?,United States Constitution,directAnswer
-8322241385044895415,1,When did we start to use bc and ad?,9th century | 15th century,clarification
-8952594815183624642,1,Sydney is on the bank of which river?,Hawkesbury River | Nepean River,clarification
-7368632566626709730,1,When was cinderella written by the grimm brothers?,20 December 1812,directAnswer
8811588706140462516,1,Where does the monkey's paw come from?,England | The Lady of the Barge | W.W. Jacobs | Sergeant-Major Morris,clarification
2212529696607863059,1,Who is responsible for creating the standards used on the internet?,Internet Engineering Task Force | (IETF) | W3C | World Wide Web Consortium | Ecma International | ECMA | International Organization for Standardization | (ISO),clarification
9078613806020022049,1,Most oil and natural gas is found in what type of rock?,overlying rock formations with lower permeability,directAnswer
-2390137217155304575,1,Who sang i'll fly away in o brother where art thou?,"Alison Krauss, Gillian Welch | Gillian Welch | Alison Krauss | Kossoy Sisters with Erik Darling | Kossoy Sisters | Erik Darling | Erik Darling and The Kossoy Sisters | The Kossoy Sisters",clarification
7852025594909115100,1,Who played grown up alex in jumanji 2?,Colin Hanks,directAnswer
1475233524828090532,1,Who was considered the greatest greek warrior at the time of the trojan war?,Achilleus | Achilles,directAnswer
-6783056447845786711,1,Who did the original voice for mickey mouse?,Walter Elias Disney | Disney | Walt Disney,directAnswer
-3411198887276146751,1,Who were the two superpowers during the cold war space race?,United States | US | Soviet Union | USSR,clarification
-7076947808419414318,1,When does season 2 of luke cage start on netflix?,"June 22, 2018",directAnswer
4701094121253884727,1,Who sings do you think im a nasty girl?,Vanity 6 | The Notorious B.I.G. | Nitty | Destiny's child,clarification
-1476378614973384260,1,Who plays the voice of sterling in cars 3?,Nathan Fillion,directAnswer
6987622395193413204,1,What term do we use for the lowest layer of the atmosphere?,troposphere | planetary boundary layer,clarification
-7952610792160802203,1,Who was the band in back to the future?,Marvin Berry & The Starlighters | Marvin Berry and The Starlighters | Marty McFly with The Starlighters | Huey Lewis and The News | The Four Aces,clarification
2073855118607323381,1,When does the 2nd season of the four start?,"June 7, 2018",directAnswer
-1380188113581709272,1,How many teams are in stanley cup playoffs?,16,directAnswer
247952406946273644,1,What does the o in an irish name mean?,descendant,directAnswer
1541940825334827589,1,Where was the old man and the sea published?,United States | New York City,clarification
-4007892858123994793,1,What is the iis version in windows server 2016?,IIS 10 | 10,directAnswer
-2385243005005605164,1,Who sang the song the day the music died?,Donald McLean III | Don McLean | West Forty Fourth Street Rhythm and Noise Choir,clarification
7306318843028600035,1,What is the men's pole vault world record?,6.18 m | 20 ft 3 1⁄4 in,clarification
-4978199217734470537,1,Who plays malcolm from malcolm in the middle?,Francisco Muniz IV | Frankie Muniz,directAnswer
-349486878756927680,1,Full form of anz on new zealand jersey?,Australia and New Zealand Banking Group Limited | ANZ Bank New Zealand Limited | ANZ Bank New Zealand,directAnswer
3713506896404468831,1,Who sang the wind beneath my wings first?,Kandiah Kamalesvaran | Kamahl | Kamal,directAnswer
-6577310853071469419,1,Who played aunt bee in the andy griffith show?,Frances Elizabeth Bavier | Frances Bavier,directAnswer
4438545148611283899,1,What is the country of siam called today?,Thailand,directAnswer
-43818388716095555,1,When is the last episode of the haves and have nots?,"September 12, 2017 | September 6, 2016 | September 22, 2015 | September 5, 2017 | August 29, 2017",clarification
3657913243109150306,1,When was the driving test introduced in the uk?,1930 | 1 June 1935 | July 1996 | 2000 | January 2015 | November 2002,clarification
2576360884323654666,1,When did the battle of san jacinto start and end?,"April 21, 1836",clarification
5949899496736926062,1,Who played jerry lee lewis on walk the line?,Payne | Waylon Payne | Waylon Malloy Payne,directAnswer
-3995834414787583724,1,When did the mayflower first come to america?,"1620 | middle of July 1620 | July 1620 | August 5 1620 | September 6, 1620 | September 6, 1620, O.S. (September 16, 1620, N.S.) | November 27 1620",clarification
8140188618801791444,1,When was the last time world cup was in us?,"June 17 to July 17, 1994 | 20 September to 12 October 2003 | 1994 FIFA World Cup | 2003 FIFA Women's World Cup",clarification
7005793940609456224,1,When did elton john sing candle in the wind?,1973 | 1997,clarification
-8528061011092062487,1,What is the second deepest ocean in the world?,Indian Ocean | Indian | Pacific Ocean | Pacific,clarification
5290247190829252070,1,What type of game is assassin's creed?,single-player | stealth | action-adventure | video,clarification
-5639784830929073364,1,Who was most recently appointed to the supreme court?,Brett Kavanaugh | Melody J Stewart | Jane Bland,clarification
3640130848431757388,1,What type of server does active director run on?,Windows Server | domain controller,clarification
-403791576847188204,1,Who plays abe lincoln in the movie lincoln?,Sir Daniel Michael Blake Day-Lewis | Day-Lewis | Daniel Day-Lewis,directAnswer
-2217019760945074465,1,Who has the most interceptions of all time?,Paul Krause | Less Browne,clarification
-6603560940861767509,1,Who sits next to the speaker of the house during the state of the union?,Vice President | next highest-ranking member of the respective house,clarification
-4584471942721330775,1,Who is the most powerful person in europe?,Vladimir Putin | Jean-Claude Juncker | José Manuel Barroso | Romano Prodi | Angela Dorothea Merkel | Angela Merkel,clarification
-5605094586322497262,1,Who plays jack kelly in newsies on broadway?,Jeremy Michael Jordan | Jeremy Jordan | Corey Michael Cott | Corey Cott,clarification
2034649434096511377,1,Brightest star in the constellation lyra dan word?,Vega | Alpha Lyrae | α Lyrae | α Lyr | Alpha Lyr,clarification
-6843012136725315531,1,Who sang the famous song fly me to the moon in 1964?,Francis Albert Sinatra | Frank Sinatra,directAnswer
8504183877526910857,1,Who wrote the night the lights went out in georgia?,Bobby Russell | Bob Bonney,clarification
-8394433977511663663,1,Who plays 2pac mom in all eyez on me?,Danai Gurira,directAnswer
2453507254025677545,1,The breakdown of glucose to atp and pyruvic acid is called?,Glycolysis,directAnswer
2637988720224148750,1,When is the english premier league going to start?,11 August 2017 | 13 August 2016 | 8 August 2015,clarification
4818571790297253202,1,Who was time's person of the year 2016?,Donald Trump | Trump,directAnswer
7690061488185475955,1,Who led the 7th cavalry at wounded knee?,James W. Forsyth | James William Forsyth | Colonel James W. Forsyth,directAnswer
-4263223632138607662,1,Where did the seminole lived before the trail of tears?,Florida | Spanish Florida | Georgia,clarification
2588554712273898837,1,Where is the world cup going to be held at?,Russia | Moscow | Brazil | South Africa,clarification
9185700153769362166,1,Who wrote do they know it's xmas?,Bob Geldof | Midge Ure,directAnswer
6374585340674666961,1,Who elect the president of the united states?,"citizens of the United States who are registered to vote in one of the fifty U.S. states or in Washington, D.C. | electors | members of the Electoral College",clarification
-7381172007808126114,1,What is the oldest beer brewery in america?,"Yuengling | D. G. Yuengling & Son | D.G. Yuengling & Son Brewing Complex | ""Eagle Brewery"" | D.G. Yuengling & Son",directAnswer [SEP] directAnswer
-7035191607963822076,1,When does the my little pony movie release?,"June 6, 1986 | September 24, 2017 | October 6, 2017",clarification
7099980500777027535,1,Who plays in the big 12 football championship?,OU | Sooners | Oklahoma | Oklahoma Sooners football team | Oklahoma Sooners | Georgia Bulldogs | Georgia | Bulldogs | University of Georgia | Auburn Tigers | Auburn University | Auburn | Tigers | Clemson University | Clemson Tigers | Clemson,clarification
-6039163408774633054,1,When did spock first say live long and prosper?,"September 15, 1967 | Amok Time | Season 2 Episode 1 | 30",clarification
1872581436537162380,1,Where is the state of new york located?,"Northeastern | East Coast | New Jersey, Pennsylvania, Connecticut, Vermont, Massachusetts",clarification
-1623836438638865668,1,In scotland what name designates any mountain peak 3000 and over?,Munro,directAnswer
4342737678901283870,1,When is a new spiderman movie coming out?,"June 28, 2017 | July 7, 2017 | July 5 | July 5, 2017 | July 6 | July 6, 2017 | April 18, 2014 | May 2, 2014 | April 16, 2014 | June 30, 2012 | July 3, 2012",clarification
-1855813955877414548,1,When did the first star wars movie air?,"May 25, 1977 | May 16, 1999 | May 19, 1999",clarification
930768961838304913,1,Who played the girl in karate kid 3?,Robyn Elaine Lively | Robyn Lively | Lively,directAnswer
-7888560722461179740,1,2006 best picture nominees that lost to the departed?,"Babel, Letters From Iwo Jima, Little Miss Sunshine, and The Queen",directAnswer
-5064042375502357342,1,When did the chicago fire soccer team start?,"October 8, 1997 | 2001",clarification
-6128332590347145409,1,Who did the music for disney's robin hood?,George Bruns | George Edward Bruns,directAnswer
7950949425400937886,1,When did the fifth generation of computers start?,1982,directAnswer
-4750171220900682681,1,When did the movie the greatest show man come out?,"December 8, 2017 | December 20, 2017",clarification
