dialogue_id,turn_id,query,response,response_type
hobby_level3_dial17,2,Who suffered repercussions as a result of the Air Mail scandal?,"One former member of Hoover's administration, William P. MacCracken Jr, was given a citation for the scandal.",directAnswer
hobby_level3_dial17,3,Who else was held responsible for the airmail scandal besides William P. MacCracken Jr?,"United Airlines' president, Philip G. Johnson, chose to leave the United States; William Boeing took early retirement; Colonel Paul Henderson was compelled to leave his position as National Air Transport's general manager.",directAnswer
hobby_level3_dial17,4,What effects did the Air Mail scandal have on the airline industry?,"It led to the Air Mail Act of June 12, 1934 where it restored competitive bidding, closely regulated airmail labor operations, dissolved the holding companies that brought the airlines and aircraft manufacturers together, and prevented companies that held old contracts from getting new ones. The industry's response was to reorganize and change their names and ironically, all of the major carriers got new contracts except United, who was innocent of the collusion charges.",directAnswer
hobby_level3_dial17,5,Was there any weather factors that were associated with The Air Mail scandal?,Weather factors in the airmail-scandal involved blizzard disruption and death of pilots. Which of these interests you?,clarification
hobby_level3_dial17,6,The death of pilots interest me!,"On February 16, three pilots on familiarization flights were killed in crashes attributed to bad weather. On February 22 a young pilot flew into a snow storm over Deshler, Ohio, and became lost after his navigational radio failed; he was killed as he bailed out and his parachute caught on the tail section of his airplane.",directAnswer
hobby_level1_dial23,1,What does the hobby of fishkeeping concern?,Fishkeeping as a hobby is the practice of keeping fish in a home aquarium or garden pond.,directAnswer
hobby_level1_dial23,2,Could you tell me about some fishkeeping systems?,"There are three types of fishkeeping systems: freshwater, brakish, and marine (saltwater).  Which of these three systems would you like to know more about?",clarification
hobby_level1_dial23,3,I'd like to know more about marine systems.,"Marine aquaria have more specific needs and requirements to maintain, and the livestock is generally more expensive. Marine aquarists often attempt to recreate a coral reef in their aquaria using large quantities of living rock, porous calcareous rocks encrusted with coralline algae, sponges, worms, and other small marine organisms.",directAnswer
hobby_level1_dial23,4,I'd like to know about coral reefs.,"A coral reef is an underwater ecosystem characterized by reef-building corals, formed of colonies of coral polyps held together by calcium carbonate. Coral belongs to the class Anthozoa in the animal phylum Cnidaria, which includes sea anemones and jellyfish, and are sometimes refered to as rainforests of the sea.",directAnswer
hobby_level1_dial23,5,Where are coral reefs primarily found?,"The Indo-Pacific region accounts for 91.9% of the coral reefs, breaking it down, Southeast Asia has 32.3% of that, Pacific including Australia accounts for 40.8% and the Atlantic and Caribbean coral reefs account for 7.6%.",directAnswer
hobby_level1_dial23,6,What is the most famous coral reef in Australia?,"""Famous"" is subjective but The Great Barrier Reef is the world's largest coral reef system composed of over 2,900 individual reefs and 900 islands. Approximately two million people visit the Great Barrier Reef each year.",noAnswerButRelevantInfo
hobby_level3_dial7,1,What religions recognize the Torah?,"Torah is recognized by Judaism as it is part of the larger text known as the Tanakh and by Christianity as the ""Old Testament"".",directAnswer
hobby_level3_dial7,2,Who authored the Torah??,"It was originally thought that a majority of the Torah was written by Moses, with a few verses at the end being written by Joshua. However, it's now thought that many different authors' works were compiled into the Torah, though the number of authors is up for debate.",noAnswerButRelevantInfo
hobby_level3_dial7,3,Is there a consensus of the numbers of authors of the Torah?,"For most of the twentyth century the consensus was there were four sources, but that theory has been revised in the later part of the century.",directAnswer
hobby_level3_dial7,4,Is it possible that the Torah has other origins other than Jewish?,"It appears to be purely Jewish in origin, as Rabbinic tradition's understanding is that all of the teachings found in the Torah (both written and oral) were given by God through the prophet Moses, some at Mount Sinai and others at the Tabernacle, and all the teachings were written down by Moses, which resulted in the Torah that exists today. According to the Midrash, the Torah was created prior to the creation of the world, and was used as the blueprint for Creation.",directAnswer
hobby_level3_dial7,5,What is the linguistic dating of the Torah?,While some scholars have attempted to date the various strata of the Pentateuch on the basis of the form of Hebrew language used it is difficult to determine precisely when Classical Hebrew ceased being used and scholars disagree about the variety of Hebrew to which the various strata should be assigned. The presence of archaic language in a text cannot be considered definitive proof that the text dates to an early period because biblical authors often intentionally use archaisms for stylistic effects.,noAnswerButRelevantInfo
hobby_level3_dial7,6,How is the classic Hebrew language different from that used today?,"Classical Hebrew, is an archaic form of the Hebrew language, a language in the Canaanite branch of Semitic languages spoken by the Israelites, but I don't have specific information on how it differs from today's Hebrew.",noAnswerButRelevantInfo
food_level2_dial8,1,An animal unit is equivalent to what in pounds of live animal weight?,An animal unit is defined using a 1000-pound cow (with or without nursing a calf) as its standard.,directAnswer
food_level2_dial8,2,Which byproducts from livestock production cause negative environmental impact?,"Some of the environmental effects that have been associated with meat production are pollution through fossil fuel usage, animal methane, effluent waste, and water and land consumption.",directAnswer
food_level2_dial8,3,When did the efforts to regulate concentrated animal feeding operations began in the US?,The first major concentrated animal feeding operation (CAFO) regulatory developments occurred in the 1970s. The Environmental Protection Agency first promulgated effluent limitations guidelines for CAFOs in 1976.,directAnswer
food_level2_dial8,4,Does the EPA have any other regulations regarding how livestock are kept?,"In 2005, the EPA and agricultural industry negotiated to get the Air Compliance Agreement in January 2005.",directAnswer
food_level2_dial8,5,What deals with the livestock housing in the EPA's updated regulations from 2008?,"EPA's 2008 rule specifies that ""large CAFOs are automatically subject to EPA regulation; medium CAFOs must also meet one of two 'method of discharge' criteria to be defined as a CAFO (or may be designated as such); and small CAFOs can only be made subject to EPA regulations on a case-by-case basis.",directAnswer
food_level2_dial8,6,How many animals can a CAFO have before it is no longer considered small in the EPA's eyes?,"The animal unit for each category depends on the species and capacity, the only example I could find is that small CAFOs can harbor no more than 300 cattle.",noAnswerButRelevantInfo
top25_dial27,1,What are the conspiracy theories surrounding the Son of Sam shootings?,"I don't know of any conspiracy theories about the Son of Sam shootings, but Berkowitz claimed to have joined a satanic cult in 1975 who were his accomplices.",noAnswerButRelevantInfo
top25_dial27,2,What is the single shooter theory in the Son of Sam case?,"David Berkowitz confessed to all the shootings, claiming they were done for a demon in his neighbor's dog, Sam. However, others had issues with that, like John Santucci, Queen's District Attorney, and Mike Novotny, police investigator,  as well as Richard Johnson who said there were multiple cars, and various suspect descriptions.",directAnswer
top25_dial27,3,What was the motive behind David Berkowitz shootings?,"Several motives have been noted over the years. They include seeking revenge, carrying out the demands of a demon possessed dog, and the performance of satanic cult rituals.",directAnswer
top25_dial27,4,Did David Berkowitz confess to his crimes?,"He did confess to the shootings within 30 minutes of the interrogation, and in the 90s, he amended his confession to claim his Satanic cult connection.",directAnswer
top25_dial27,5,What happened to Berkowitz after he plead guilty?,"A number of things have happened to him, amongst some of them, do you wish to know what he did during his sentencing, what his sentence was, his detention journey before going to his final prison, or how he became an Evangelical Christian?",clarification
top25_dial27,6,"Yes, Can you tell about what he did during his sentencing.","At his sentencing, Berkowitz caused an uproar when he attempted to jump out of a window of the seventh-floor courtroom. After he was restrained, he repeatedly chanted ""Stacy [his last victim] was a whore"" and shouted ""I'd kill her again. I'd kill them all again"", after which the judge ordered a psychiatric examination before sentencing could proceed, at which he was found competent.",directAnswer
food_level2_dial9,1,How is sugarcane made into biofuel?,"The cane delivered to the processing plant is called burned and cropped (b&c), and represents 77% of the mass of the raw cane. The reason for this reduction is that the stalks are separated from the leaves (which are burned and whose ashes are left in the field as fertilizer), and from the roots that remain in the ground to sprout for the next crop.",directAnswer
food_level2_dial9,2,I think you misunderstood the question. I asked how sugarcane is made into biofuel. What you're talking about is one step in preparing the sugarcane for biofuel production. I mean how is sugarcane converted to biofuel?,"Biofuel, bioethanol, for instance, is made from sugarcane as well as other sources by using fermentation of the carbohydrates.",directAnswer
food_level2_dial9,3,Are there other methods than fermentation that turn sugarcane into biofuel?,Technologies are being developed to use enzymes to transform bagasse into advanced biofuel and biogas.,directAnswer
food_level2_dial9,4,What are some bagasse applications that are being used?,"Other than biofuel, bagasse is also used in the manufacture of pulp and building materials.",directAnswer
food_level2_dial9,5,I want know about its use in fuel production.,"Sugar mills often use bagasse as a primary fuel source; when burned in quantity, bagasse produces enough heat energy to fully power a typical sugar mill, with some energy to spare. Also, several research demonstrated the potential of Bagasse for use in advanced biofuels.",directAnswer
food_level2_dial9,6,Cool. How about its use in nanocellulose?,"Nanocellulose, a higher-value product, can be produced from bagasse through various conventional and novel processes.",directAnswer
hobby_level2_dial24,1,How were phonics developed?,I did not find the answer but I did find that the principal was introduced by John Hart in 1950 and the method of teaching is dated to 1901 in the Oxford Dictionary.,noAnswerButRelevantInfo
hobby_level2_dial24,2,Which countries predominantly use the phonics teaching method?,"Would you like to know about the phonics teaching integration in Australia, England, Canada or France?",clarification
hobby_level2_dial24,3,I'd like to know more about phonics usage in Australia.,"A report in 2005 in Australia found the importance of teaching systematic, explicit phonics.",directAnswer
hobby_level2_dial24,4,What are systematic explicit phonics?,Systematic phonics happens to be phonic approaches that are taught explicitly and in a structured systematic manner. It is systematic because it teaches letters and sounds in a specific sequence.,directAnswer
hobby_level2_dial24,5,I wonder how students feel about having to use phonics to learn to read?,"I was unable to find information on how students feel about using phonics but I did find that one review concluded that outcomes were positive for one-to-one tutoring, and positive but not as large for one-to-small group tutoring.",noAnswerButRelevantInfo
hobby_level2_dial24,6,What about the use of phonics in the U.S.?,Are you asking how phonics is used in the U.S. or are you asking how students in the U.S. feel about using phonics?,clarification
hobby_level2_dial24,7,I want to know about how phonics is used within the United States.,"With the latest development in the usage of phonics in the United States in 2021 that the State of Connecticut passed an act concerning the ""right to read"" that will take effect in 2023, it required education standards that are evidenced-based and scientifically-based and focused on competency in the five areas of reading: phonemic awareness, phonics, fluency, vocabulary development, and reading fluency, including oral skills and reading comprehension. In the same year, the state of North Carolina passed a bill requiring that the teaching of reading be based on the science of reading.",directAnswer
hobby_level1_dial3,1,What country did Yoga originate from?,"Yoga is a group of physical, mental, and spiritual practices or disciplines which originated in ancient India and aim to control (yoke) and still the mind, recognizing a detached witness-consciousness untouched by the mind (Chitta) and mundane suffering (Duḥkha).",directAnswer
hobby_level1_dial3,2,How did Yoga spread to the west?,"Yoga began to spread to the west in the mid-19th century. In 1851 N.C. Paul published Treatise on Yoga Philosophy, and in the 1890's Swami Vivekananda, a Hindu teacher, toured Europe and the United States.",directAnswer
hobby_level1_dial3,3,What's the estimate of the number of people who practice yoga in the US?,"Would you like to know about people who practice the yoga philosophy, yoga for exercise, or yoga for therapy?",clarification
hobby_level1_dial3,4,I'd like to know about people who practice yoga for exercise please.,"Sorry, I did not find any useful information.",noAnswerNoRelevantInfo
hobby_level1_dial3,5,"Can yoga really help you get bigger, more muscular?","I'm sorry, but I could not find the information you requested. However, I did find that effect of postural yoga on physical and mental health has been a subject of study, with evidence that regular yoga practice is beneficial for low back pain and stress.",noAnswerButRelevantInfo
hobby_level1_dial3,6,Is there any different styles of yoga?,"By 2012, there were at least 19 widespread styles from Ashtanga Yoga to Viniyoga.",directAnswer
food_level1_dial2,1,What type of dough is used to wrap Pierogi's?,Pierogi are filled dumplings made by wrapping unleavened dough around a savoury or sweet filling and cooking in boiling water.,directAnswer
food_level1_dial2,2,What holidays include pierogis in the feast?,In Poland pierogi's are an important part of Christmas Eve and Christmastide. Ukrainians similarly incorporate the meal at Christmas Eve as well as Holy Supper.,directAnswer
food_level1_dial2,3,Are Pierogi's considered a snack in Poland?,"I cannot find any evidence of it being considered a snack. In Poland it is traditionally eaten as part of a Christmas supper, which would suggest it is not a snack. Likewise, in Ukraine and Hungary, pierogi (or similar dishes like derelye) are considered regular meals.",noAnswerButRelevantInfo
food_level1_dial2,4,Are Pierogi's commonly consumed outside of Europe?,"Vareniki became especially popular in Russia during the Soviet period. Also, pierogi were brought to the United States and Canada by Central and Eastern European immigrants, and are particularly common in areas with large Polish or Ukrainian populations, such as Cleveland, Chicago, and New York City along with its New Jersey suburbs.",directAnswer
food_level1_dial2,5,Can you tell me more about how Pierogi's originated in China?,"Like other dumplings, they most likely originated in China and became widespread in Europe during the Middle Ages or later periods. A legend goes that dumplings were first invented in the era of the Three Kingdoms, around 225 AD. Zhuge Liang, a general and minister of Shu Han, dammed up a poison marsh on his southern campaign against the Nanman with dumplings instead of the heads that the Nanman used.",directAnswer
food_level1_dial2,6,Who is this Marco Polo guy that is associated with bringing Pierogi's from China to Europe?,"Marco Emilio Polo (c. 1254 – January 8, 1324) was a Venetian merchant, explorer, and writer who travelled through Asia along the Silk Road between 1271 and 1295. His travels are recorded in The Travels of Marco Polo (also known as Book of the Marvels of the World and Il Milione, c. 1300), a book that described to Europeans the then mysterious culture and inner workings of the Eastern world, including the wealth and great size of the Mongol Empire and China in the Yuan Dynasty, giving their first comprehensive look into China, Persia, India, Japan and other Asian cities and countries.",directAnswer
food_level1_dial2,7,Tell me about his Genoese captivity and later life!,"Marco Polo returned to Venice in 1295, which was at war with the Republic of Genoa, and Polo joined the war. He was caught by Genoans and spent several months dictating an account of his travels to a fellow inmate, Rustichello da Pisa, and after the release, Polo returned home to Venice, where his father and uncle in the meantime had purchased a large palazzo.",directAnswer
food_level2_dial19,1,"What is the last name of main character of the book ""Charlie and the Chocolate Factory""?",The last name of the main character of Charlie and the Chocolate Factory is Bucket. Their full name is Charlie Bucket.,directAnswer
food_level2_dial19,2,"Which actor played the lead role in the ""Charlie and the Chocolate Factory"" film?","Sorry that I didn't find the answer, but I found that the film stars Johnny Depp as Willy Wonka and Freddie Highmore as Charlie Bucket, alongside David Kelly, Helena Bonham Carter, Noah Taylor, Missi Pyle, James Fox, Deep Roy, and Christopher Lee.",noAnswerButRelevantInfo
food_level2_dial19,3,What was the plot of Charlie and the Chocolate factory?,"Charlie Bucket is a kind and loving boy who lives with his family in poverty near the Wonka Factory. One day, Wonka announces a contest in which Golden Tickets have been placed in five random Wonka Bars worldwide, and the winners will receive a full tour of the factory as well as a lifetime supply of chocolate, while one will receive an additional prize at the end of the tour. After the tour, the four eliminated children leave the factory with an exaggerated characteristic or deformity related to their elimination while Charlie learns that Wonka, now approaching retirement, intended to find a worthy heir. Since Charlie was the ""least rotten"" of the five, Wonka invites Charlie to come live and work in the factory with him, provided that he leave his family behind. Charlie declines, as his family is the most important thing in his life.",directAnswer
food_level2_dial19,4,What was the controversy surrounding the 50th anniversary Charlie and the Chocolate Factory cover?,"The cover photo of the 50th anniversary edition, published by Penguin Modern Classics for sale in the UK and aimed at the adult market, received widespread commentary and criticism due to the cover being a oto of a heavily made up young girl seated on her mother's knee and wearing a doll-like expression, which critics complained had nothing to do with the story and invoked creepy, sexualised themes.",directAnswer
food_level2_dial19,5,How was Charlie and the Chocolate Factory critically received?,Would you like to know about the critical reception of the film or the book?,clarification
food_level2_dial19,6,I would like to know the critical reception of the film.,"The film has an average rating of 7.2/10 on Rotten Tomatoes, and an A- by audiences polled by CinemaScore. The New York Times, the San Fransisco Chronicle, and Rolling Stone all gave the film positive reviews, however Johnny Depp's performance as Willy Wonka was divisive among critics.",directAnswer
hobby_level2_dial25,1,What was the first instance of collage art being used?,"The first noted instance of collage art being used can be traced back to 10th century Japan where calligraphers, in the process of writing their poems, applied glued paper to their work.",directAnswer
hobby_level2_dial25,2,What makes collage art different from other art?,Collage is an art technique in which an assemblage of different forms creates a new whole.,directAnswer
hobby_level2_dial25,3,I would like to know about collages in visual arts.,"In visual arts, a collage is the technique of assembling different visuals together to create something new, such as magazine and newspaper clippings glued to a piece of paper. Another example of this is the collage film ""Our Nixon"", which cuts together home movies footage filmed by Nixon's aides to tell the story of his presidency.",directAnswer
hobby_level2_dial25,4,"Is ""Our Nixon"" show the former president in a favorable light?","Matt Zoller-Seitz of RogerEbert.com wrote that the documentary portrayed its subjects not as villains, but as people.",directAnswer
hobby_level2_dial25,5,Can you tell me what a 3D collage is?,"A 3D collage is one where three-dimensional objects like rocks, beads, buttons, and more are put altogether to form a new object or new whole. Examples are things like houses, bead circles, and more.",directAnswer
hobby_level2_dial25,6,Are they any famous art work that is a 3D collage?,"Sorry, I did not find any useful information.",noAnswerNoRelevantInfo
hobby_level3_dial18,1,When was Ferdinand Marcos voted in as President of the Philippines?,Ferdinand Marcos was the 10th president of the Philipines from 1965 to 1986.,directAnswer
hobby_level3_dial18,2,Why was Ferdinand Marcos' wife Imelda controversial?,Imelda was controversial due to her excess spending during her and her husband's conjugal dictatorship.,directAnswer
hobby_level3_dial18,3,I'm interested in the Miss Manila Beauty Pageant controversy.,"There was controversy over the results, which led to both Imelda and another contestant moving on to the larger Miss Philippines pageant.",directAnswer
hobby_level3_dial18,4,Who was the other contestant who also moved onto the pageant?,"The other candidate who moved on with Imelda was Miss Norma Jiménez. However, both Imelda and Norma eventually lost to Miss Cristina Galang.",directAnswer
hobby_level3_dial18,5,"So, what was the controversy surrounding her arrival at Hawaii, then?","I couldn't find why exactly it was controversial, but Ferdinand Marcos had allegations of vote rigging, which led to mass protests and his eventual step down, but was given safe passage to flee to Hawaii. The Marcos' entire family fled, but residents wanted them to leave.",noAnswerButRelevantInfo
hobby_level3_dial18,6,What happened to the family when they arrived in Hawaii?,"Hawaii residents called on the government to force the Marcoses to leave, but Ferdinand and Imelda moved into a pair of residences in Makiki Heights, Honolulu, a month later.",directAnswer
food_level3_dial37,1,The PWD was tasked in developing what type of product as a weapon of war?,"The department was initially tasked with developing the uses of petroleum as a weapon of war, and it oversaw the introduction of a wide range of flame warfare weapons.",directAnswer
food_level3_dial37,2,Petroleum Warfare Department is developing what type of product as a weapon of war?,"Currently the Petroleum Warfare Department is defunct and no longer develops weapons. However, previously they had developed weapons such as flame traps, portable flamethrowers, and vehicle mounted flamethrowers, to name a few.",directAnswer
food_level3_dial37,3,What kind of legacy has the Petroleum Warfare Department left behind?,"The Petroleum Warfare Department has left behind flame throwing weapons, the FIDO system and PLUTO, a converted fishing vessel equipped with a cockatrice-like weapon, and a PLUTO pump on display at the Bembridge Heritage Centre and at the Isle of Wight Zoo at Sandown.",directAnswer
food_level3_dial37,4,Why was the petroleum Warfare Department closed?,"Sorry, I did not find any useful information.",noAnswerNoRelevantInfo
food_level3_dial37,5,"Okay, then when was the petroleum Warfare Department closed?","Sorry, I did not find any useful information.",noAnswerNoRelevantInfo
food_level3_dial37,6,I see. Could you tell me when it was established then?,It was established in 1940 in Britain as a precaution against the threat of a German invasion during WWII.,directAnswer
hobby_level3_dial8,1,How is Buddhism practiced in the western world?,"There is a general distinction between Buddhism brought to the West by Asian immigrants, which may be Mahayana, Theravada or a traditional East Asian mix (""ethnic Buddhism""), and Buddhism as practiced by converts (""convert Buddhism""), which is often Zen, Pure Land, Vipassana or Tibetan Buddhism. Some Western Buddhists are actually non-denominational and accept teachings from a variety of different sects.",directAnswer
hobby_level3_dial8,2,How is Buddhism practiced in the west during the early 2000's?,"Would you like to know the Buddhist practices from United States, Australia, New Zealand or Europe?",clarification
hobby_level3_dial8,3,I would like to know the main ways the United States practice Buddhism.,"American Buddhists tend to incorporate dharma practice into their normal routines and traditions, and as a result American Buddhists come from every ethnicity, nationality and religious tradition.",directAnswer
hobby_level3_dial8,4,What is the dharma practice?,"In Buddhism, dharma refers to cosmic law and order, and follows the teachings of the Buddha.",directAnswer
hobby_level3_dial8,5,How many Americans practice Buddhism?,"In 2012, U-T San Diego estimated U.S. practitioners at 1.2 million people, of whom 40% are living in Southern California. In terms of percentage, Hawaii has the most Buddhists at 8% of the population, due to its large Asian-American community.",directAnswer
hobby_level3_dial8,6,Are there different types of Buddhism practice in the United States?,"Yes, according to Charles Prebish, a Buddhist American scholar, there are three broad types of American Buddhism: ""immigrant"" or ""ethnic Buddhism"", ""import Buddhists"" also called ""elite Buddhism"", and ""export"" or ""evangelical Buddhist"". Would you like to know more about one of these groups?",clarification
food_level3_dial38,1,What kinds of medicines are made from papaver somniferum?,"Hydrocodone, oxycodone, morphine and codeine are made from papaver somniferum.",directAnswer
food_level3_dial38,2,How is papaver somniferum used in food?,Poppy seeds from Papaver somniferum can be used as food for both animals and humans. Which of these two uses do you want to know more about?,clarification
food_level3_dial38,3,Can you tell more about poppy sees in food?,"The poppy seed roll is a pastry consisting of a roll of sweet yeast bread (a viennoiserie) with a dense, rich, bittersweet filling of poppy seed. Poppy seed paste, also known as mohn is a common ingredient in Jewish pastries and desserts, and is made from ground poppy seeds and additional sweeteners.",directAnswer
food_level3_dial38,4,What pests are papaver somniferum prone to?,"Pests include flea beetles, and the poppy root weevil.",directAnswer
food_level3_dial38,5,What exactly is a weevil?,Weevils are beetles known for their elongated snouts and many are known pests for causing damages and deaths to crops.,directAnswer
food_level3_dial38,6,What are some things that weevils are known to eat?,"Nothing specific is stated as there's 97,000 species of weevils but they are herbivorous, so they eat plant material as their main diet component.",noAnswerButRelevantInfo
top25_dial56,1,At what age did Usain start running ?,"I did not find an age, but Usain Bolt started running in High School.",noAnswerButRelevantInfo
top25_dial56,2,What school did he run for?,"While attending William Knibb Memorial High School, Bolt won his first annual high school championships medal in 2001.",directAnswer
top25_dial56,3,Is Usain Bolt still an active competitor as of 2022?,"No, Bolt retired after the 2017 World Championships.",directAnswer
top25_dial56,4,What world records does Bolt hold?,"Do you want to know his 100 meters records, 200 meters records or his world-record-setting with Jamaican relay teams?",clarification
top25_dial56,5,Is anyone else in Usain Bolt's family an athlete?,Sorry i didn't find the answer but i found Bolt's parents ran the local grocery store in the rural area.,noAnswerButRelevantInfo
top25_dial56,6,Do you know the names of Bolt's sister and brother?,"Sadiki is his brother's name, and Sherine is his sister's name.",directAnswer
top25_dial28,1,Who is Elaine Lan Chao married to?,Chao is married to Mitch McConnell.,directAnswer
top25_dial28,2,How did Elaine Chao get her start in politics?,"In 1986, Chao became Deputy Administrator of the Maritime Administration in the U.S. Department of Transportation.",directAnswer
top25_dial28,3,What has Elaine Chao been up to after the Trump administration?,Chao was elected to the board of directors of Kroger supermarket chain in August 2021.,directAnswer
top25_dial28,4,How many children does Chao have?,"Sorry, I did not find any useful information.",noAnswerNoRelevantInfo
top25_dial28,5,Can you tell me about Elaine Chao's husband's run with politics?,"McConnell was first elected to the US Senate in 1984 and is the second Kentuckian to serve as a party leader in the Senate, he was chairman of the National Republican Senatorial Committee during the 1998 and 2000 election cycles. He was elected Majority Whip in the 108th Congress and re-elected to the post in 2004 and he was elected Senate minority leader in November 2006 until 2015.",directAnswer
top25_dial28,6,I am interested about his time in the Senate.,"From 1997 to 2001, McConnell was chairman of the National Republican Senatorial Committee, the body charged with securing electoral victories for Republicans.McConnell regularly obtained earmarks for businesses and institutions in Kentucky, until the practice was banned by Congress in 2010.",directAnswer
top25_dial28,7,I would like to know more about his handling of judicial nominees.,"Mitch McConnell made frequent use of the filibuster, and blocked many of President Barack Obama's judicial nominees, including Supreme Court nominee Merrick Garland.",directAnswer
hobby_level1_dial4,1,What do fish use their fins for?,"Depending on where a fin is located, it can have different purposes. The most common purposes of fins are swimming, gliding, and crawling, though some specific species use their fins to deliver sperm, stun prey, and inject venom.",directAnswer
hobby_level1_dial4,2,How do fish use their Pectoral fins?,"Often the tail fin is used, but some aquatic animals generate thrust from pectoral fins.",directAnswer
hobby_level1_dial4,3,Are pectoral fins used as a weapon by any fish?,"I did not find evidence of use as a weapon by any fish but certain rays of the pectoral fins may be adapted into finger-like projections, such as in sea robins and flying gurnards.",noAnswerButRelevantInfo
hobby_level1_dial4,4,How does the fish use their swim bladder?,"Many bony fish us the swim bladder to control their buoyancy and stability. Additionally, the swim bladder functions as a resonating chamber, to produce or receive sound.",directAnswer
hobby_level1_dial4,5,What is the purpose of scales on a fish?,Fish scales are derived from the mesoderm and provide protection.,directAnswer
hobby_level1_dial4,6,What makes the fish scales camouflage?,Scales provide camouflage to fish through coloration and reflection resulting in silvering.,directAnswer
hobby_level1_dial4,7,Tell me more about counterillumination!,"Counterillumination is a type of active camouflage (a camouflage that adapts quickly to its surroundings) that produces light to match the environment. In the sea, animals produce bioluminescent light to match the light of their surroundings, which reduces their contrast against the background, making them less visible.",directAnswer
hobby_level3_dial9,1,What were the names of the 3D comics that Blackthorne Publishing released for Star Wars?,I could not find the names of the issues but it was a three-issue series called 3D Star Wars.,noAnswerButRelevantInfo
hobby_level3_dial9,2,Which American newspapers ran the Star Wars self-titled comic strip?,The  Los Angeles Times Syndicate and the Watertown Daily Times both distributed the comic.,directAnswer
hobby_level3_dial9,3,What's the latest Star Wars comics Dark Horse created?,"Did you mean the last Star Wars comic? In 2014, Lucasfilm announced that, as of 2015, future Star Wars comics would be published by Lucasfilm's corporate sibling, Marvel Comics.",clarification
hobby_level3_dial19,1,Are polyesters biodegradable?,"Most synthetic polyesters are not biodegradable, but natural polyesters and a few synthetic ones are.",directAnswer
hobby_level3_dial19,2,What are the environmental ramifications of synthetic polyester production?,"Synthetic polyester is made through chemical reactions of coal, petroleum, air, and water. This creates air pollution like carbon dioxide, particulate matter, nitrogen oxides, carbon monoxide, hydrogen sulfide, and sulfur dioxide. In addition, making polyester is an energy intensive action with no net gain and micro plastics enter the water system and get digested by humans.",directAnswer
hobby_level3_dial19,3,How is polyester manufactured?,"While I can't find much information on how polyester is manufactured, I can say that unsaturated polyester is formed when polyols react with alcohol. During this process water is removed, which completes the reaction. I can also tell you how polyester is recycled. Would you like to learn about this?",noAnswerButRelevantInfo
hobby_level3_dial19,4,Please tell me about Melt esterification synthesis.,"When melting points of the monomers are sufficiently low, a polyester can be formed via direct esterification while removing the reaction water via vacuum. Direct bulk polyesterification at high temperatures (150 – 290 °C) is well-suited and used on the industrial scale for the production of aliphatic polyesters, unsaturated polyesters and aromatic–aliphatic polyesters.",directAnswer
hobby_level3_dial19,5,How is polyester recycled?,"It starts at the recycling center, where white and colored plastics are separated, then machines gets rid of excess water and stripped and then the stickers and caps are stripped from the plastics. Eventually the plastics are put in an oven, melted into a liquid and forced into a sieve that turns the liquid into fiber, which is heated and bonded and set to another factory and spun into pure polyester.",directAnswer
hobby_level3_dial19,6,What temperature do they use to make sure all plastics melt?,"Different plastics melt at different temperatures, such as polypropylene which melts at 160-171 °C, or polyethylene terephthalate which melts at 225-255 °C. Would you like to know the melting point of any particular type of plastic?",clarification
hobby_level3_dial19,7,"No, but I want to know more about polyester processing.","After the first stage of polymer production in the melt phase, the product stream divides into two different application areas which are mainly textile applications and packaging applications. In order to produce the polyester melt with a high efficiency, high-output processing steps like staple fiber (50–300 tonnes/day per spinning line) or POY /FDY (up to 600 tonnes/day split into about 10 spinning machines) are meanwhile more and more vertically integrated direct processes.",directAnswer
hobby_level2_dial26,1,What was General Gregor MacGregor's childhood like?,"After his father's death in 1794, MacGregor and his two sisters were raised primarily by his mother with the help of various relatives. He would probably have spoken mainly Gaelic during his early childhood, and learned English only after starting school around the age of five-and-a-half.",directAnswer
hobby_level2_dial26,2,Where did General Gregor MacGregor grow up?,"MacGregor grew up at his family's ancestral home of Glengyle, located on the shore of Loch Katrine in Stirlingshire, Scotland.",directAnswer
hobby_level2_dial26,3,What age did Glengyle leave his ancestral home?,"Did you mean MacGregor instead of Glengyle? MacGregor joined the British Army at 16, the youngest age it was possible for him to do so, in April 1803.",clarification
hobby_level2_dial26,4,What happened to MacGregor when he joined the army?,"Following less than a year in training, he was promoted to lieutenant. Later that year, after spending some months in Guernsey, he was posted to Gibraltar.",directAnswer
hobby_level2_dial26,5,What was the cause of death for General Gregor MacGregor?,"Sorry I didn't find the answer, but I found that he died at Burghmuirhead, near Edinburgh, on 4 May 1838.",noAnswerButRelevantInfo
hobby_level2_dial26,6,Sounds like an impressive funeral! Has anyone else famous been buried in Caracas Cathedral?,Simón Bolívar's remains were entombed there from 1842 until 1876 when they were solemnly transferred to the Panteón Nacional.,directAnswer
food_level2_dial2,1,How many basic steps are in the process in coffee making?,"While the particular steps vary with the type of coffee and with the raw materials, the process includes four basic steps: raw coffee beans must be roasted, the roasted coffee beans must then be ground, the ground coffee must then be mixed with hot water for a certain time (brewed), and finally the liquid coffee must be separated from the used grounds.",directAnswer
food_level2_dial2,2,What is the most expensive coffee in the world?,"In Thailand black ivory coffee beans are fed to elephants and then the beans are collected from their dung after their digestive enzymes have made the beans taste less bitter. This coffee sells for over $500 a pound, making it the most expensive coffee in the world.",directAnswer
